note,velocity,position,duration
47,80,84481,174
47,80,85201,156
35,80,85201,183
35,80,85921,201
47,80,85921,183
47,80,86641,144
35,80,86641,174
39,80,87361,141
27,80,87361,150
28,80,88321,147
40,80,88321,186
40,80,88801,180
47,80,89041,168
52,80,89281,168
47,80,89521,204
40,80,89761,297
47,80,90001,252
52,80,90241,96
28,80,90721,114
40,80,90721,141
31,80,91681,129
43,80,91681,180
43,80,92641,207
50,80,92881,243
55,80,93121,207
50,80,93361,261
43,80,93601,324
50,80,93841,333
55,80,94081,78
43,80,94561,141
31,80,94561,105
36,80,95521,129
48,80,95521,177
48,80,96481,225
55,80,96721,243
60,80,96961,213
55,80,97201,246
48,80,97441,327
55,80,97681,312
60,80,97921,69
36,80,98401,123
48,80,98401,141
35,80,99361,162
47,80,99361,192
47,80,100321,273
54,80,100561,330
59,80,100801,54
27,80,101281,117
39,80,101281,156
39,80,102241,345
47,80,102481,288
51,80,102721,84
28,80,103201,111
40,80,103201,156
40,80,104161,249
47,80,104401,249
52,80,104641,204
47,80,104881,201
40,80,105121,309
47,80,105361,339
52,80,105601,90
40,80,106081,138
28,80,106081,138
31,80,107041,105
43,80,107041,174
43,80,108001,213
50,80,108241,234
55,80,108481,231
50,80,108721,288
43,80,108961,354
50,80,109201,309
55,80,109441,54
31,80,109921,111
43,80,109921,153
36,80,110881,132
48,80,110881,168
48,80,111841,207
55,80,112081,225
60,80,112321,216
55,80,112561,225
48,80,112801,354
55,80,113041,333
60,80,113281,57
36,80,113761,123
48,80,113761,138
36,80,114721,159
48,80,114721,132
35,80,115201,159
47,80,115201,156
28,80,119041,168
40,80,119041,147
28,80,119521,255
40,80,119521,267
59,80,120001,555
55,80,120001,522
52,80,120001,468
43,80,120961,219
31,80,120961,228
43,80,121441,249
31,80,121441,201
55,80,121921,282
50,80,121921,195
59,80,121921,306
36,80,122881,231
48,80,122881,210
48,80,123361,399
36,80,123361,483
59,80,123841,444
55,80,123841,456
52,80,123841,408
26,80,124801,171
38,80,124801,171
26,80,125521,180
38,80,125521,171
39,80,126241,153
27,80,126241,165
40,80,126721,141
28,80,126721,156
28,80,127201,150
40,80,127201,156
55,80,127681,351
52,80,127681,243
59,80,127681,345
31,80,128641,198
43,80,128641,168
31,80,129121,150
43,80,129121,192
55,80,129601,279
50,80,129601,186
59,80,129601,297
36,80,130561,207
48,80,130561,165
48,80,131041,558
36,80,131041,624
52,80,131521,240
55,80,131521,330
59,80,131521,393
38,80,132481,141
26,80,132481,150
26,80,133201,147
38,80,133201,141
39,80,133921,138
27,80,133921,138
28,80,134401,135
40,80,134401,138
28,80,134881,135
40,80,134881,162
52,80,135361,228
55,80,135361,318
59,80,135361,315
31,80,136321,189
43,80,136321,165
31,80,136801,159
43,80,136801,165
55,80,137281,261
50,80,137281,168
59,80,137281,291
36,80,138241,180
48,80,138241,165
36,80,138721,519
48,80,138721,447
52,80,139201,231
55,80,139201,336
59,80,139201,366
38,80,140161,165
26,80,140161,174
38,80,140881,141
26,80,140881,153
35,80,141601,144
23,80,141601,150
24,80,142081,252
31,80,142321,222
36,80,142561,180
40,80,142801,276
43,80,143041,222
48,80,143281,165
52,80,143521,258
55,80,143761,198
60,80,144001,192
55,80,144241,276
52,80,144481,171
48,80,144721,183
43,80,144961,258
40,80,145201,108
36,80,145441,285
31,80,145681,159
35,80,145921,129
23,80,145921,108
35,80,146401,123
23,80,146401,120
35,80,146881,633
23,80,146881,555
28,80,149761,111
40,80,149761,144
43,80,150241,210
47,80,150481,183
52,80,150721,132
28,80,151201,129
40,80,151201,147
40,80,152161,507
52,80,152641,453
47,80,152641,519
40,80,153121,138
43,80,153601,132
31,80,153601,114
47,80,154081,219
50,80,154321,198
55,80,154561,111
43,80,155041,141
31,80,155041,105
43,80,156001,504
55,80,156481,468
50,80,156481,522
43,80,156961,162
48,80,157441,132
36,80,157441,135
52,80,157921,231
55,80,158161,228
60,80,158401,105
48,80,158881,114
36,80,158881,84
48,80,159841,462
55,80,160321,483
60,80,160321,432
48,80,160801,144
47,80,161281,114
35,80,161281,117
51,80,161761,216
54,80,162001,273
59,80,162241,54
39,80,162721,117
27,80,162721,66
39,80,163681,516
51,80,164161,456
47,80,164161,435
39,80,164641,156
28,80,165121,114
40,80,165121,120
43,80,165601,198
47,80,165841,204
52,80,166081,69
40,80,166561,138
28,80,166561,126
40,80,167521,477
47,80,168001,492
52,80,168001,468
40,80,168481,135
31,80,168961,108
43,80,168961,132
47,80,169441,228
50,80,169681,264
55,80,169921,84
43,80,170401,114
31,80,170401,96
43,80,171361,486
50,80,171841,516
55,80,171841,468
43,80,172321,132
48,80,172801,132
36,80,172801,114
52,80,173281,219
55,80,173521,213
60,80,173761,81
36,80,174241,126
48,80,174241,117
48,80,175201,450
60,80,175681,414
55,80,175681,471
48,80,176161,126
35,80,176641,123
47,80,176641,126
51,80,177121,237
54,80,177361,279
59,80,177601,90
39,80,178081,105
27,80,178081,57
39,80,179041,513
51,80,179521,468
47,80,179521,480
39,80,180001,132
28,80,180481,138
40,80,180481,108
40,80,180961,462
52,80,181441,129
47,80,181441,138
42,80,181921,105
30,80,181921,117
43,80,182161,135
31,80,182161,108
43,80,182881,480
50,80,183361,495
55,80,183361,432
43,80,183841,78
36,80,184081,105
48,80,184081,117
48,80,184801,429
60,80,185281,483
55,80,185281,525
48,80,185761,108
38,80,186001,99
26,80,186001,48
38,80,186721,495
45,80,187201,513
50,80,187201,456
38,80,187681,132
40,80,188161,138
28,80,188161,135
40,80,188641,534
52,80,189121,123
47,80,189121,138
42,80,189601,87
30,80,189601,120
43,80,189841,117
31,80,189841,126
43,80,190561,504
50,80,191041,498
55,80,191041,450
43,80,191521,87
36,80,191761,132
48,80,191761,114
48,80,192481,486
55,80,192961,522
60,80,192961,462
48,80,193441,135
47,80,193921,135
35,80,193921,114
47,80,194641,129
35,80,194641,132
35,80,195361,156
47,80,195361,135
